runner_id,player_name,season,sprint_speed,speed_capped,split_15_60,accel_0_30,maintain_30_90,total_90,accel_gap,bolts,SB,CS,real_sb_attempts,real_sb_pct,expected_sb_pct,sb_residual,pct_sprint_speed,pct_accel_0_30,pct_total_90,lead_tendency_z,n_opportunities,sim_attempts,sim_successes,avg_primary_lead,avg_secondary_lead,avg_lead_gain,avg_lead_off,avg_jump_time,avg_pitcher_ttp,avg_catcher_pop,sim_success_rate,sb_residual_z,accel_gap_z,lead_gain_z,jump_z,lead_off_z,speed_cap_z,accel_z,SSSI_v1,SSSI_capped,SSSI_composite,SSSI_v3_fixed,SSSI_v3_opt,rank_fixed,rank_opt,rank_composite
457705,"McCutchen, Andrew",2023,28.4,28.0,1.8,1.81,2.17,3.98,-29.639639639639633,2,11,3,14,0.786330018696537,0.7923225492882051,-0.005992530591668155,77.29729729729729,47.65765765765766,62.972972972972975,-1.188763054322851,135,14,9,12.321185185185184,18.1217037037037,5.801111111111111,10.993481481481481,0.30806666666666666,1.332762962962963,2.046488888888889,0.6428571428571429,-0.07204122197274261,-1.2867979431250434,-0.8840058596453007,-1.0667464965348414,-1.0409403451015158,0.5455591390052219,-0.8881123476836938,-1.0514103667007304,-1.4295649986505226,-3.53725184028688,-0.7175614335324126,-0.5615276144360447,448,445,447
462101,"Andrus, Elvis",2023,26.5,26.5,1.85,1.85,2.27,4.12,-2.162162162162158,0,12,4,16,0.7590604931063906,0.78329563007585,-0.024235136969459448,27.74774774774775,25.58558558558559,28.55855855855856,-0.3937411722245721,149,10,5,13.13228187919463,18.47006711409396,5.338590604026846,11.833422818791947,0.3000738255033557,1.3238187919463087,2.046181208053691,0.5,-0.29636669000236987,-0.010661493418210108,-1.3242224179368347,-0.8730147500146913,0.10833119124762282,-2.0159709136573802,-1.8021820499969745,0.32327818795706453,0.6917484957205455,-0.07293506304652286,-0.28069688773974505,0.23984074074101086,349,138,245
500743,"Rojas, Miguel",2023,26.4,26.4,1.88,1.86,2.31,4.17,-3.6936936936936924,0,8,3,11,0.7462668972021377,0.7836824925261587,-0.037415595324021056,24.684684684684687,20.990990990990994,18.91891891891892,0.19779008194185213,148,13,2,13.49614864864865,19.04695945945946,5.550337837837838,12.277364864864865,0.27558783783783786,1.3302229729729729,2.060243243243243,0.15384615384615385,-0.45844399562420085,-0.08179041028711571,-1.1226861896652411,-0.2795195136166002,0.7157664187766314,-2.1867395838348895,-2.0306994755752945,0.6203357379628347,1.0640533941696484,1.5003002993296795,-0.19634425978228773,0.38760087542345034,321,86,133
500743,"Rojas, Miguel",2024,25.8,25.8,1.91,1.88,2.36,4.24,-3.3771106941838624,0,8,2,10,0.7960180236822801,0.7878137904971307,0.008204233185149401,14.634146341463413,11.257035647279551,11.350844277673545,-1.2348130869114786,155,4,1,12.647741935483872,17.035096774193548,4.387096774193548,11.446903225806452,0.3381870967741935,1.3276838709677419,2.0476451612903226,0.25,0.10253337623915178,-0.06708734646463912,-2.2298327262134667,-1.7968102387563978,-0.4205342743834482,-3.2113516048999267,-2.48773432673193,0.08631713181965894,0.9815188786864599,-1.2358256344533864,-0.37652693493346484,0.37575592726812657,372,92,333
502054,"Pham, Tommy",2023,27.8,27.8,1.81,1.83,2.18,4.01,-25.675675675675677,0,22,3,25,0.8646756785078068,0.7861102857213527,0.07856539278645414,61.62162162162163,35.94594594594595,55.4054054054054,-0.22385881688049952,172,17,12,12.921453488372093,19.15156976744186,6.23017441860465,11.754999999999999,0.27768023255813956,1.3242616279069768,2.048598837209302,0.7058823529411765,0.9677496579369974,-1.1026995700525826,-0.47563310725709873,-0.33023530732388723,0.0010271338875577618,0.20402179865020947,-1.345147198840334,-0.06990968390747893,-0.6796549059073083,-1.0088630793436377,-0.05142938559990478,0.05077510379741143,276,223,314
502054,"Pham, Tommy",2024,27.2,27.2,1.82,1.84,2.21,4.05,-14.165103189493422,0,7,3,10,0.7293513570156135,0.7830010906158473,-0.05364973360023384,43.05816135084427,28.89305816135085,41.55722326454033,0.9086013598921112,181,29,13,13.47110497237569,20.284751381215468,6.813425414364641,12.641657458563536,0.23771270718232046,1.3353425414364641,2.0502651933701657,0.4482758620689655,-0.6580717566716898,-0.568114067484161,0.07949199971852698,0.6385038852786099,1.2142192157080107,-0.8205902224148338,-1.5736646244186543,1.0583433534731999,0.9000822221333608,2.7528053231199814,-0.13412801052894888,0.2215323359580872,306,147,77
502671,"Goldschmidt, Paul",2023,26.4,26.4,1.85,1.84,2.26,4.1,5.585585585585587,0,11,2,13,0.8300150197352335,0.7836824925261587,0.04633252720907477,24.684684684684687,30.270270270270274,33.33333333333334,-0.8373982238274621,175,8,2,12.9156,17.826685714285716,4.911371428571429,11.5984,0.3176285714285714,1.3376114285714285,2.038862857142857,0.25,0.5713889347574223,0.3491671448597821,-1.7308399671579924,-1.298509454378457,-0.2132448808326204,-2.1867395838348895,-1.5736646244186543,0.012181960470083464,0.45589961667689716,-1.0558547185341802,-0.014186536023018753,0.42099541769896515,260,76,320
502671,"Goldschmidt, Paul",2024,26.3,26.3,1.85,1.84,2.28,4.12,7.129455909943722,0,11,0,11,0.9337668972021377,0.7841555513226162,0.14961134587952152,21.76360225140713,28.89305816135085,28.98686679174483,0.03461187418525562,184,16,7,13.322989130434781,18.72266304347826,5.399728260869565,12.219402173913043,0.2867391304347826,1.321108695652174,2.040342391304348,0.4375,1.8413867002083053,0.4208691122674176,-1.2660329788415277,-0.5498063048367101,0.636457462398279,-2.3575082540123926,-1.5736646244186543,0.5725102705207215,1.091475275170865,1.178126432732434,0.6863382047703086,1.0104347653770405,42,10,153
514888,"Altuve, Jose",2023,26.9,26.9,1.74,1.76,2.15,3.91,43.513513513513516,11,14,2,16,0.8542985883444859,0.7826101437361004,0.07168844460838553,35.4054054054054,78.91891891891892,78.82882882882883,0.23440089269869593,147,24,16,13.400884353741498,19.295306122448977,5.893537414965986,12.279727891156462,0.27500680272108846,1.315843537414966,2.0477142857142856,0.6666666666666666,0.8831852822818389,2.110653850848559,-0.7960365939470168,-0.26543629268708896,0.7189996908349793,-1.3328962329473555,0.2544747802079071,0.46937872501018274,0.5368596390003387,0.9904230371482291,0.8293739738808876,0.7891672460800774,27,22,166
514888,"Altuve, Jose",2024,27.1,27.1,1.74,1.76,2.14,3.9,37.05440900562852,29,22,7,29,0.7629491280951237,0.7827845786431165,-0.01983545054799274,40.33771106941838,77.3921200750469,80.95684803001876,-0.40694374877255896,172,31,12,12.9125,18.496162790697674,5.583720930232558,11.819011627906978,0.2863953488372093,1.3212093023255813,2.040168604651163,0.3870967741935484,-0.24226467764515258,1.810673668834614,-1.0909129173150607,-0.5414736721772395,0.08861270526141965,-0.991358892592337,0.2544747802079071,-0.016540241826214608,-0.09955402472272368,-0.5524149916385436,0.20852069037362583,0.2548761875683096,183,129,288
