play_id,pitcher,pitcher_name,catcher,catcher_name,batter,batter_name,p_throws,ab_number,pitch_number,inning,des,start_speed,pitch_type,call_name,game_pk,at_bat_number,_is_naylor,_clip_prefix,clip_id,is_naylor,mp4_url,downloaded
87d4d83b-08dd-326f-a867-cbd523bdc7ba,645261,Sandy Alcantara,682663,Agustín Ramírez,607043,Brandon Nimmo,R,3,2,1,Brandon Nimmo flies out to center fielder Jakob Marsee.,87.4,FC,Strike,776173,3,0,soto,soto_87d4d83b_alcantara_R.mp4,0,https://sporty-clips.mlb.com/OHlCRFBfWGw0TUFRPT1fRGdZRlVBQU1WVkFBQ0ZwV0FnQUhBd0FBQUFBTlZWWUFVUWRSQlFFR1UxY0dCMUFI.mp4,True
f4a5478d-a308-374a-8dfc-53021c91c30c,645261,Sandy Alcantara,682663,Agustín Ramírez,607043,Brandon Nimmo,R,19,3,3,Brandon Nimmo lines out to center fielder Jakob Marsee. Juan Soto to 3rd.,85.3,SL,Ball,776173,19,0,soto,soto_f4a5478d_alcantara_R.mp4,0,https://sporty-clips.mlb.com/OHlCRFBfWGw0TUFRPT1fVUFVQVVWQURYbFlBV1ZFQ1hnQUhCZ0lIQUZsUkJRSUFCMVlGQWdKV0NBSUdBd0lG.mp4,True
f55e4130-f795-300f-9086-135f851a3aa9,690990,Cade Horton,608348,Carson Kelly,668901,Mark Vientos,R,5,1,1,Mark Vientos strikes out swinging.,96.0,SI,Strike,776209,5,0,soto,soto_f55e4130_horton_R.mp4,0,https://sporty-clips.mlb.com/SzQ3ZWxfWGw0TUFRPT1fVUFSVUFWQUZWUUlBWGxVTFV3QUhBUVlBQUZnRlcxY0FBMVlBVmdzQUFGSldVVk5m.mp4,True
082a0ddb-519d-36ca-ad97-887740105e58,671131,Jackson Rutledge,595751,Jorge Alfaro,624413,Pete Alonso,R,55,3,6,Pete Alonso pops out to catcher Jorge Alfaro in foul territory.,94.3,SI,Ball,776259,55,0,soto,soto_082a0ddb_rutledge_R.mp4,0,https://sporty-clips.mlb.com/V0EycnpfWGw0TUFRPT1fQmdsVEJWUlFBbEFBRFZNTEFnQUhCMVVIQUFCUldsWUFDbDBDQndjRkFBTlFWUWRl.mp4,True
1e431cc0-8c53-39a9-8a19-531eaf8213af,676760,Ron Marinaccio,666023,Freddy Fermin,607043,Brandon Nimmo,R,55,2,7,Brandon Nimmo called out on strikes.,94.6,FF,Ball,776276,55,0,soto,soto_1e431cc0_marinaccio_R.mp4,0,https://sporty-clips.mlb.com/MDRNQTJfWGw0TUFRPT1fQjFSVlYxVlhCUUlBQUFFSFZRQUhDRmRmQUZsVVVsZ0FCMVlFVlZKVENRRlVBMU1B.mp4,True
aa6cf32c-3be2-3963-a6a3-a977caf8edd6,650911,Cristopher Sánchez,592663,J.T. Realmuto,668901,Mark Vientos,L,3,5,1,Mark Vientos called out on strikes.,86.7,SL,Ball,776384,3,0,soto,soto_aa6cf32c_sanchez_L.mp4,0,https://sporty-clips.mlb.com/bGJlekJfWGw0TUFRPT1fVjFCWEJ3SUhWRkVBQ3dCWFZBQUhDQUJWQUFBREFsSUFVMXdDQjFCVVZ3c0FWRlpR.mp4,True
f6ea875c-b135-3e2f-b93f-eeb1c85b92b9,621383,Tanner Banks,592663,J.T. Realmuto,668901,Mark Vientos,L,62,3,8,Mark Vientos lines out sharply to center fielder Harrison Bader.,83.6,CH,Ball,776404,62,0,soto,soto_f6ea875c_banks_L.mp4,0,https://sporty-clips.mlb.com/NXkyekJfWGw0TUFRPT1fVUFjRUJWd0RVMUVBV2xNQlV3QUhWQVFBQUFNTVVBY0FWd0JYQVZBTkJGRmNBbEJm.mp4,True
a756565a-7617-31cf-8728-7f0ccc6abe8e,605130,Scott Barlow,624431,Jose Trevino,607043,Brandon Nimmo,R,54,2,7,Brandon Nimmo strikes out swinging.,81.4,ST,Strike,776439,54,0,soto,soto_a756565a_barlow_R.mp4,0,https://sporty-clips.mlb.com/UUEyUG9fWGw0TUFRPT1fVndaVVVsRUNVMU1BRDFRRFVRQUhBRlVBQUZrQ1VWa0FCUU1GVTFCV0IxSUhWUW9E.mp4,True
ff5e352f-7ea6-3065-ba9f-9437ab5e8535,671096,Andrew Abbott,663886,Tyler Stephenson,607043,Brandon Nimmo,L,5,3,1,Brandon Nimmo out on a sacrifice fly to center fielder TJ Friedl. Juan Soto scores. Mark Vientos to 2nd.,93.4,FF,Ball,776450,5,0,soto,soto_ff5e352f_abbott_L.mp4,0,https://sporty-clips.mlb.com/TkE5QjVfWGw0TUFRPT1fVUZkVUFWY0JWRlFBRHdkVFVBQUhBUUJUQUFOVVdnY0FDMUVHQjFKWEJGWmRCUUZU.mp4,True
0c6dc21e-9a56-3240-8d29-35577d8c9791,687830,Sawyer Gipson-Long,693307,Dillon Dingler,624413,Pete Alonso,R,25,2,4,"Pete Alonso grounds out, third baseman Zach McKinstry to first baseman Spencer Torkelson.",89.4,SI,Ball,776490,25,0,soto,soto_0c6dc21e_gipsonlong_R.mp4,0,https://sporty-clips.mlb.com/WU9rd0RfWGw0TUFRPT1fQmxKWEFBY0dWMWNBQVFNSFVBQUhBd0pXQUZsUlVWZ0FBVkFBQndSUkNWQmNCd3RY.mp4,True
48f7f0cf-6ab2-307c-9f78-8022bbb8170e,645261,Sandy Alcantara,682663,Agustín Ramírez,624413,Pete Alonso,R,49,3,6,"Pete Alonso grounds into a force out, shortstop Otto Lopez to second baseman Xavier Edwards. Brandon Nimmo out at 2nd.",98.2,SI,Ball,776519,49,0,soto,soto_48f7f0cf_alcantara_R.mp4,0,https://sporty-clips.mlb.com/MnJPMk5fWGw0TUFRPT1fQWdrSFV3SUVCVlFBRGdOUVZBQUhBUUVGQUZoVFZGa0FDbFVIQWxGWFV3dFVCd0lE.mp4,True
cad333e6-770d-3f33-8ed8-2edd73fcc5a5,665795,Edward Cabrera,682663,Agustín Ramírez,624413,Pete Alonso,R,31,1,3,"Pete Alonso grounds out, shortstop Otto Lopez to first baseman Eric Wagaman.",98.8,SI,Strike,776535,31,0,soto,soto_cad333e6_cabrera_R.mp4,0,https://sporty-clips.mlb.com/YVkyYkJfWGw0TUFRPT1fVlZBRlYxY0hBd1FBRDFVQ0FnQUhWd1ZWQUZsUUIxa0FBQUJSVkFRR1YxQUdCVk5U.mp4,True
3da02488-865f-3644-8b6f-d2750084a1a1,678692,Ronny Henriquez,682663,Agustín Ramírez,624413,Pete Alonso,R,77,6,8,Pete Alonso strikes out swinging. Juan Soto steals (25) 2nd base.,87.6,ST,Strike,776535,77,0,soto,soto_3da02488_henriquez_R.mp4,0,https://sporty-clips.mlb.com/YVkyYkJfWGw0TUFRPT1fQlZVQVZGWUFYZ29BQUZRSEFBQUhCd0pTQUZsWFZRY0FWbGNDQlFNRkNRY0VBVk5Y.mp4,True
66a73642-ab9b-43f5-a133-c5efdf20a2bb,663804,Jackson Kowar,663728,Cal Raleigh,607043,Brandon Nimmo,R,74,4,8,Brandon Nimmo singles on a ground ball to left fielder Randy Arozarena. Juan Soto to 3rd.,86.9,SL,Strike,776707,74,0,soto,soto_66a73642_kowar_R.mp4,0,https://sporty-clips.mlb.com/NHlNWDhfV0ZRVkV3dEdEUT09X0FBY0FVMWNDVWdBQVdRQUxCQUFBQWxCVEFBQUVVRklBVVZCUVZsZFRBd01FQWxBRQ==.mp4,True
df06ba28-581e-3eb6-b40a-73646bb38fe3,693821,Bryce Elder,686948,Drake Baldwin,624413,Pete Alonso,R,47,4,6,Pete Alonso singles on a sharp ground ball to left fielder Jurickson Profar. Juan Soto scores.,91.9,SI,Strike,776748,47,0,soto,soto_df06ba28_elder_R.mp4,0,https://sporty-clips.mlb.com/NXkyeVBfWGw0TUFRPT1fVWxkUlVnWlZWQW9BRFZvREF3QUhWRlJRQUFNQlV3QUFCVllEQkFWWFV3QmRWbGRW.mp4,True
90c8e4b0-b3e0-3dc5-a740-a9c567edba2a,682990,Quinn Priester,643376,Danny Jansen,607043,Brandon Nimmo,R,3,2,1,Brandon Nimmo walks.,81.9,CU,Ball,776799,3,0,soto,soto_90c8e4b0_priester_R.mp4,0,https://sporty-clips.mlb.com/TUE3eE5fWGw0TUFRPT1fRHdFQ1hBRUFCQUlBV2xGWFZnQUhWVlZUQUFBQ1YxRUFVMXhXQlFVQ1ZGY0hVUUFI.mp4,True
c539b405-f712-33b7-aef3-b9466bb8da1d,671106,Logan Allen,666310,Bo Naylor,607043,Brandon Nimmo,L,8,2,1,Brandon Nimmo strikes out swinging.,78.6,ST,Strike,776863,8,0,soto,soto_c539b405_allen_L.mp4,0,https://sporty-clips.mlb.com/MnJPb1BfWGw0TUFRPT1fVlFSU1hRWUFWZ2NBWGxVRFZBQUhBbFJSQUFCUUJWSUFVRndCQmdWWFV3c0JVUU1D.mp4,True
662eef7f-8d04-3915-a04c-137532e0912a,676130,José Buttó,672275,Patrick Bailey,677595,Ronny Mauricio,R,66,4,8,Ronny Mauricio walks.,87.0,SL,Ball,776926,66,0,soto,soto_662eef7f_butto_R.mp4,0,https://sporty-clips.mlb.com/TDZXam5fWGw0TUFRPT1fQUFkVEFRRlNVVlFBQUFZQ1VnQUhDQWRUQUFBRlZ3SUFBMVlDQlFBSFZBTmNBUUFI.mp4,True
741be583-9059-3e92-9f81-d819eedfba86,592662,Robbie Ray,668800,Andrew Knizner,516782,Starling Marte,L,45,2,6,Starling Marte walks.,94.7,FF,Strike,776985,45,0,soto,soto_741be583_ray_L.mp4,0,https://sporty-clips.mlb.com/TzBsYmRfWGw0TUFRPT1fQVFWUUJnRUJYZ0VBQVZJSFh3QUhWQTlVQUZoVFcxQUFWbDBFQ1ZaUVZWVUhVUXBR.mp4,True
187d0a40-a5b4-3b7d-91c9-c5c5b05831f6,641401,Connor Brogdon,681351,Logan O'Hoppe,668901,Mark Vientos,R,51,2,6,Mark Vientos walks.,84.1,CH,Strike,777054,51,0,soto,soto_187d0a40_brogdon_R.mp4,0,https://sporty-clips.mlb.com/OTc5WWpfWGw0TUFRPT1fQndsV0FGUlZVZ0lBV1ZkUVVnQUhVd0VDQUZnRUFGZ0FVVkJXQlZFRkJBdFdBVlJR.mp4,True
d648c578-b60a-3b3d-9e1a-cf0403d43740,607259,Nick Martinez,663886,Tyler Stephenson,624413,Pete Alonso,R,43,2,5,"Pete Alonso grounds out, second baseman Matt McLain to first baseman Spencer Steer. Juan Soto to 3rd.",89.7,FC,Ball,777092,43,0,soto,soto_d648c578_martinez_R.mp4,0,https://sporty-clips.mlb.com/NXkydk5fWGw0TUFRPT1fVWdkVlhBY0JVUW9BV2xRQ0J3QUhVd1VDQUZoUVVnQUFVUU1GQkFNR1ZRZFdCd1pX.mp4,True
7297e0f4-dc74-3412-ab4e-c58907dae9ba,608372,Tomoyuki Sugano,656577,Alex Jackson,624413,Pete Alonso,R,28,1,4,Pete Alonso lines out to shortstop Gunnar Henderson.,78.7,CU,Ball,777181,28,0,soto,soto_7297e0f4_sugano_R.mp4,0,https://sporty-clips.mlb.com/a0Q5TERfWGw0TUFRPT1fQVFOWVV3RUVBQVlBWEFFRlVnQUhCUWRVQUFCWFZ3UUFVVkFOQ1FNQ1ZWSUFDVkFI.mp4,True
