runner_id,name,name_tag,team,position,sb,cs,attempts,success_pct,sprint_speed_ftps,sprint_pctile,hp_to_1b_s,seasons
624641,Edmundo Sosa,sosa,PHI,2B,2,0,2,100.0,28.3,77.8,4.41,2026
668723,Ryan Vilade,vilade,TB,RF,2,0,2,100.0,28.7,88.3,4.40,2026
805779,Jacob Wilson,wilson,ATH,SS,2,0,2,100.0,27.1,43.8,4.50,2026
686948,Drake Baldwin,baldwin,ATL,C,1,1,2,50.0,26.5,27.8,4.37,2026
666181,Will Benson,benson,CIN,RF,1,1,2,50.0,28.5,83.3,,2026
668709,JJ Bleday,bleday,CIN,LF,1,1,2,50.0,27.3,52.1,,2026
595879,Javier Báez,báez,DET,SS,1,1,2,50.0,27.2,47.2,4.48,2026
695506,Jac Caglianone,caglianone,KC,RF,1,1,2,50.0,27.1,45.0,4.45,2026
686527,Dominic Canzone,canzone,SEA,DH,1,1,2,50.0,26.3,24.1,4.50,2026
661388,William Contreras,contreras,MIL,C,1,1,2,50.0,25.1,5.7,4.75,2026
575929,Willson Contreras,contreras,BOS,1B,1,1,2,50.0,27.1,45.2,4.58,2026
681297,Colton Cowser,cowser,BAL,RF,1,1,2,50.0,28.2,75.5,4.23,2026
680977,Brendan Donovan,donovan,SEA,3B,1,1,2,50.0,25.2,7.3,4.58,2026
664034,Ty France,france,SD,1B,1,1,2,50.0,24.8,4.1,4.94,2026
682985,Riley Greene,greene,DET,LF,1,1,2,50.0,26.6,31.2,4.67,2026
595978,Austin Hedges,hedges,CLE,C,1,1,2,50.0,24.4,1.6,5.11,2026
669236,Jeremiah Jackson,jackson,BAL,2B,1,1,2,50.0,26.9,39.7,4.66,2026
675659,Greg Jones,jones,,LF,1,1,2,50.0,,,,2026
673962,Josh Jung,jung,TEX,3B,1,1,2,50.0,25.9,17.7,4.73,2026
694388,Joey Loperfido,loperfido,HOU,LF,1,1,2,50.0,28.6,86.2,4.26,2026
592518,Manny Machado,machado,SD,3B,1,1,2,50.0,24.6,2.1,4.72,2026
682622,Noelvi Marte,marte,CIN,RF,1,1,2,50.0,28.9,90.1,4.40,2026
805367,Chase Meidroth,meidroth,CWS,2B,1,1,2,50.0,27.0,41.3,4.48,2026
695657,Colson Montgomery,montgomery,CWS,SS,1,1,2,50.0,26.5,28.4,4.68,2026
607043,Brandon Nimmo,nimmo,TEX,RF,1,1,2,50.0,28.0,69.0,4.23,2026
688363,Graham Pauley,pauley,MIA,3B,1,1,2,50.0,26.4,26.4,4.60,2026
670042,Luke Raley,raley,SEA,RF,1,1,2,50.0,28.6,84.6,4.28,2026
645302,Victor Robles,robles,,RF,1,1,2,50.0,,,,2026
683679,Jesus Rodriguez,rodriguez,SF,C,1,1,2,50.0,27.6,57.1,4.48,2026
660688,Keibert Ruiz,ruiz,WSH,C,1,1,2,50.0,25.5,12.4,4.77,2026
691016,Tyler Soderstrom,soderstrom,ATH,LF,1,1,2,50.0,26.9,38.8,4.47,2026
669065,Kyle Stowers,stowers,MIA,LF,1,1,2,50.0,26.3,23.9,4.59,2026
660821,Jesús Sánchez,sánchez,TOR,RF,1,1,2,50.0,26.1,21.6,4.57,2026
605141,Mookie Betts,betts,LAD,SS,0,2,2,0.0,26.3,24.3,4.60,2026
691406,Junior Caminero,caminero,TB,3B,0,2,2,0.0,26.0,19.0,4.69,2026
643289,Mauricio Dubón,dubón,ATL,SS,0,2,2,0.0,26.5,26.6,4.47,2026
663330,Jahmai Jones,jones,DET,DH,0,2,2,0.0,28.3,76.8,4.35,2026
668952,Ryan Kreidler,kreidler,MIN,3B,0,2,2,0.0,27.9,66.5,,2026
695336,Thomas Saggese,saggese,STL,LF,0,2,2,0.0,27.6,58.3,4.33,2026
694374,Tim Tawa,tawa,AZ,LF,0,2,2,0.0,27.6,57.3,4.48,2026
669397,Nick Allen,allen,HOU,SS,1,0,1,100.0,27.1,43.3,4.53,2026
670541,Yordan Alvarez,alvarez,HOU,DH,1,0,1,100.0,24.6,2.3,,2026
571448,Nolan Arenado,arenado,AZ,3B,1,0,1,100.0,25.4,9.6,4.74,2026
640492,José Azócar,azócar,,RF,1,0,1,100.0,,,,2026
605137,Josh Bell,bell,MIN,DH,1,0,1,100.0,25.5,11.2,4.78,2026
643217,Andrew Benintendi,benintendi,CWS,DH,1,0,1,100.0,26.5,28.7,4.57,2026
666182,Bo Bichette,bichette,NYM,3B,1,0,1,100.0,25.8,17.0,4.74,2026
669394,Jake Burger,burger,TEX,1B,1,0,1,100.0,27.1,43.6,4.48,2026
683737,Michael Busch,busch,CHC,1B,1,0,1,100.0,25.7,14.9,4.67,2026
592206,Nick Castellanos,castellanos,SD,RF,1,0,1,100.0,27.2,45.6,4.46,2026
621043,Carlos Correa,correa,HOU,SS,1,0,1,100.0,27.2,48.2,4.61,2026
666126,Carlos Cortes,cortes,ATH,RF,1,0,1,100.0,26.0,20.6,4.60,2026
686611,Dylan Crews,crews,WSH,RF,1,0,1,100.0,29.1,93.1,4.22,2026
630105,Jake Cronenworth,cronenworth,SD,2B,1,0,1,100.0,28.8,89.7,4.27,2026
680779,Henry Davis,davis,PIT,C,1,0,1,100.0,27.8,64.2,4.54,2026
650490,Yandy Díaz,díaz,TB,DH,1,0,1,100.0,25.6,12.8,4.69,2026
656484,Tristan Gray,gray,MIN,3B,1,0,1,100.0,26.3,23.2,,2026
666971,Lourdes Gurriel Jr.,jr,AZ,LF,1,0,1,100.0,26.0,19.5,4.61,2026
664059,Sam Haggerty,haggerty,TEX,LF,1,0,1,100.0,28.1,73.6,,2026
